collision_date,contributing_factor,num_contributing_factor
2022-02-02,Tire Failure/Inadequate,1
2021-09-20,Tire Failure/Inadequate,2
2019-11-14,Tire Failure/Inadequate,2
2021-01-03,Tire Failure/Inadequate,2
2017-06-22,Tire Failure/Inadequate,1
2017-11-05,Tire Failure/Inadequate,1
2014-01-30,Tire Failure/Inadequate,1
2014-10-15,Tire Failure/Inadequate,3
2017-08-05,Tire Failure/Inadequate,2
2019-07-05,Tire Failure/Inadequate,4
2020-11-07,Tire Failure/Inadequate,1
2022-08-01,Tire Failure/Inadequate,2
2017-01-14,Tire Failure/Inadequate,1
2022-02-15,Tire Failure/Inadequate,2
2021-05-31,Tire Failure/Inadequate,2
2016-05-23,Tire Failure/Inadequate,1
2016-04-27,Tire Failure/Inadequate,2
2018-12-03,Tire Failure/Inadequate,1
2017-11-12,Tire Failure/Inadequate,2
2017-04-01,Tire Failure/Inadequate,1
2018-06-24,Tire Failure/Inadequate,4
2020-05-25,Tire Failure/Inadequate,1
2017-12-19,Tire Failure/Inadequate,1
2021-06-13,Tire Failure/Inadequate,1
2021-12-02,Tire Failure/Inadequate,2
2020-09-25,Tire Failure/Inadequate,1
2016-01-19,Tire Failure/Inadequate,1
2013-03-30,Tire Failure/Inadequate,1
2013-10-23,Tire Failure/Inadequate,2
2015-10-16,Tire Failure/Inadequate,1
2015-08-22,Tire Failure/Inadequate,1
2015-01-04,Tire Failure/Inadequate,2
2013-08-03,Tire Failure/Inadequate,2
2014-03-24,Tire Failure/Inadequate,1
2014-11-17,Tire Failure/Inadequate,2
2021-10-18,Tire Failure/Inadequate,1
2016-02-25,Tire Failure/Inadequate,1
2015-11-14,Tire Failure/Inadequate,3
2015-11-02,Tire Failure/Inadequate,1
2015-07-05,Tire Failure/Inadequate,1
2014-03-07,Tire Failure/Inadequate,1
2015-11-15,Tire Failure/Inadequate,1
2015-11-08,Tire Failure/Inadequate,1
2015-01-02,Tire Failure/Inadequate,1
2012-11-18,Tire Failure/Inadequate,2
2013-07-02,Tire Failure/Inadequate,3
2014-07-25,Tire Failure/Inadequate,2
2013-02-01,Tire Failure/Inadequate,1
2013-05-24,Tire Failure/Inadequate,1
2015-05-29,Tire Failure/Inadequate,1
2012-07-31,Tire Failure/Inadequate,4
2014-09-25,Tire Failure/Inadequate,4
2013-07-29,Tire Failure/Inadequate,1
2013-04-25,Tire Failure/Inadequate,1
2013-04-28,Tire Failure/Inadequate,1
2014-07-30,Tire Failure/Inadequate,1
2013-06-05,Tire Failure/Inadequate,1
2015-10-07,Tire Failure/Inadequate,1
2015-07-28,Tire Failure/Inadequate,1
2015-09-28,Tire Failure/Inadequate,3
2015-08-08,Tire Failure/Inadequate,1
2012-09-26,Tire Failure/Inadequate,1
2015-06-13,Tire Failure/Inadequate,1
2013-01-09,Tire Failure/Inadequate,1
2014-03-10,Tire Failure/Inadequate,2
2013-04-11,Tire Failure/Inadequate,1
2014-07-11,Tire Failure/Inadequate,2
2017-08-14,Tire Failure/Inadequate,4
2015-03-06,Tire Failure/Inadequate,2
2017-09-27,Tire Failure/Inadequate,2
2021-05-15,Tire Failure/Inadequate,3
2012-08-29,Tire Failure/Inadequate,3
2014-05-23,Tire Failure/Inadequate,1
2022-02-11,Tire Failure/Inadequate,2
2014-05-06,Tire Failure/Inadequate,4
2022-08-03,Tire Failure/Inadequate,2
2016-08-28,Tire Failure/Inadequate,2
2020-12-04,Tire Failure/Inadequate,1
2013-09-27,Tire Failure/Inadequate,2
2016-04-23,Tire Failure/Inadequate,2
2016-07-23,Tire Failure/Inadequate,2
2018-05-30,Tire Failure/Inadequate,1
2020-04-27,Tire Failure/Inadequate,1
2019-08-20,Tire Failure/Inadequate,3
2016-09-19,Tire Failure/Inadequate,2
2013-05-04,Tire Failure/Inadequate,1
2021-10-21,Tire Failure/Inadequate,1
2015-12-26,Tire Failure/Inadequate,1
2014-11-26,Tire Failure/Inadequate,3
2019-10-24,Tire Failure/Inadequate,1
2013-01-30,Tire Failure/Inadequate,2
2014-09-04,Tire Failure/Inadequate,1
2017-11-29,Tire Failure/Inadequate,1
2018-06-06,Tire Failure/Inadequate,2
2020-10-03,Tire Failure/Inadequate,2
2018-09-13,Tire Failure/Inadequate,2
2016-05-11,Tire Failure/Inadequate,1
2022-04-16,Tire Failure/Inadequate,1
2022-09-17,Tire Failure/Inadequate,1
2019-03-19,Tire Failure/Inadequate,1
2014-01-08,Tire Failure/Inadequate,2
2013-02-21,Tire Failure/Inadequate,1
2015-12-23,Tire Failure/Inadequate,2
2016-11-14,Tire Failure/Inadequate,1
2018-10-20,Tire Failure/Inadequate,4
2018-07-03,Tire Failure/Inadequate,2
2018-07-27,Tire Failure/Inadequate,1
2016-08-01,Tire Failure/Inadequate,1
2016-05-05,Tire Failure/Inadequate,1
2016-01-03,Tire Failure/Inadequate,1
2016-03-09,Tire Failure/Inadequate,3
2019-06-15,Tire Failure/Inadequate,2
2019-02-01,Tire Failure/Inadequate,1
2018-11-26,Tire Failure/Inadequate,1
2020-05-13,Tire Failure/Inadequate,2
2016-11-13,Tire Failure/Inadequate,3
2013-09-11,Tire Failure/Inadequate,2
2014-10-31,Tire Failure/Inadequate,2
2018-02-05,Tire Failure/Inadequate,1
2016-06-30,Tire Failure/Inadequate,1
2016-09-25,Tire Failure/Inadequate,1
2017-09-20,Tire Failure/Inadequate,2
2012-07-02,Tire Failure/Inadequate,1
2014-08-10,Tire Failure/Inadequate,2
2016-02-08,Tire Failure/Inadequate,1
2019-08-04,Tire Failure/Inadequate,1
2019-12-24,Tire Failure/Inadequate,2
2016-03-17,Tire Failure/Inadequate,1
2020-02-03,Tire Failure/Inadequate,2
2016-12-20,Tire Failure/Inadequate,1
2016-12-24,Tire Failure/Inadequate,2
2013-10-07,Tire Failure/Inadequate,3
2018-02-22,Tire Failure/Inadequate,4
2019-04-02,Tire Failure/Inadequate,1
2016-07-05,Tire Failure/Inadequate,3
2020-03-09,Tire Failure/Inadequate,2
2015-04-28,Tire Failure/Inadequate,1
2021-11-22,Tire Failure/Inadequate,1
2015-07-26,Tire Failure/Inadequate,1
2016-05-22,Tire Failure/Inadequate,1
2017-06-17,Tire Failure/Inadequate,2
2021-12-25,Tire Failure/Inadequate,1
2017-02-20,Tire Failure/Inadequate,1
2016-12-07,Tire Failure/Inadequate,2
2017-12-06,Tire Failure/Inadequate,2
2021-09-13,Tire Failure/Inadequate,1
2013-09-21,Tire Failure/Inadequate,1
2021-07-08,Tire Failure/Inadequate,1
2022-09-20,Tire Failure/Inadequate,2
2018-01-19,Tire Failure/Inadequate,1
2014-04-21,Tire Failure/Inadequate,1
2018-07-06,Tire Failure/Inadequate,2
2019-11-23,Tire Failure/Inadequate,1
2015-10-30,Tire Failure/Inadequate,1
2017-11-17,Tire Failure/Inadequate,1
2017-11-25,Tire Failure/Inadequate,2
2016-10-25,Tire Failure/Inadequate,1
2014-10-21,Tire Failure/Inadequate,1
2015-06-29,Tire Failure/Inadequate,2
2016-03-27,Tire Failure/Inadequate,1
2018-05-31,Tire Failure/Inadequate,1
2017-06-11,Tire Failure/Inadequate,2
2019-10-09,Tire Failure/Inadequate,1
2017-08-20,Tire Failure/Inadequate,1
2017-11-04,Tire Failure/Inadequate,2
2019-08-24,Tire Failure/Inadequate,2
2022-08-06,Tire Failure/Inadequate,1
2012-09-14,Tire Failure/Inadequate,2
2014-10-24,Tire Failure/Inadequate,2
2019-09-02,Tire Failure/Inadequate,1
2014-06-24,Tire Failure/Inadequate,1
2020-07-24,Tire Failure/Inadequate,1
2014-01-05,Tire Failure/Inadequate,1
2020-11-26,Tire Failure/Inadequate,2
2015-04-23,Tire Failure/Inadequate,1
2018-09-11,Tire Failure/Inadequate,2
2016-08-06,Tire Failure/Inadequate,1
2019-07-17,Tire Failure/Inadequate,2
2015-11-05,Tire Failure/Inadequate,2
2014-08-25,Tire Failure/Inadequate,1
2019-02-03,Tire Failure/Inadequate,2
2018-01-31,Tire Failure/Inadequate,1
2021-06-05,Tire Failure/Inadequate,2
2017-06-07,Tire Failure/Inadequate,2
2012-07-10,Tire Failure/Inadequate,1
2022-03-12,Tire Failure/Inadequate,4
2021-08-03,Tire Failure/Inadequate,1
2022-01-31,Tire Failure/Inadequate,2
2019-06-26,Tire Failure/Inadequate,1
2016-04-06,Tire Failure/Inadequate,2
2020-09-20,Tire Failure/Inadequate,1
2017-06-18,Tire Failure/Inadequate,1
2014-07-02,Tire Failure/Inadequate,1
2020-03-14,Tire Failure/Inadequate,1
2021-05-18,Tire Failure/Inadequate,2
2018-07-10,Tire Failure/Inadequate,2
2018-03-19,Tire Failure/Inadequate,2
2019-09-22,Tire Failure/Inadequate,2
2012-11-28,Tire Failure/Inadequate,2
2021-01-28,Tire Failure/Inadequate,1
2018-10-15,Tire Failure/Inadequate,2
2017-12-08,Tire Failure/Inadequate,1
2017-03-09,Tire Failure/Inadequate,1
2019-06-23,Tire Failure/Inadequate,1
2022-05-28,Tire Failure/Inadequate,1
2016-09-01,Tire Failure/Inadequate,3
2020-05-21,Tire Failure/Inadequate,1
2013-05-28,Tire Failure/Inadequate,3
2015-11-23,Tire Failure/Inadequate,1
2013-07-06,Tire Failure/Inadequate,1
2016-11-03,Tire Failure/Inadequate,2
2018-03-21,Tire Failure/Inadequate,1
2018-09-06,Tire Failure/Inadequate,1
2014-11-19,Tire Failure/Inadequate,3
2013-11-25,Tire Failure/Inadequate,1
2022-10-23,Tire Failure/Inadequate,1
2014-05-31,Tire Failure/Inadequate,1
2021-08-14,Tire Failure/Inadequate,2
2020-06-21,Tire Failure/Inadequate,1
2018-03-10,Tire Failure/Inadequate,3
2021-04-10,Tire Failure/Inadequate,1
2017-09-18,Tire Failure/Inadequate,2
2017-01-30,Tire Failure/Inadequate,2
2016-04-28,Tire Failure/Inadequate,1
2015-03-12,Tire Failure/Inadequate,1
2019-01-11,Tire Failure/Inadequate,2
2017-06-25,Tire Failure/Inadequate,2
2019-06-22,Tire Failure/Inadequate,2
2013-06-01,Tire Failure/Inadequate,2
2015-09-18,Tire Failure/Inadequate,2
2016-09-05,Tire Failure/Inadequate,1
2013-12-01,Tire Failure/Inadequate,1
2017-09-21,Tire Failure/Inadequate,1
2019-02-13,Tire Failure/Inadequate,4
2021-06-12,Tire Failure/Inadequate,1
2016-08-15,Tire Failure/Inadequate,1
2021-07-18,Tire Failure/Inadequate,3
2019-07-01,Tire Failure/Inadequate,1
2018-05-11,Tire Failure/Inadequate,1
2020-02-15,Tire Failure/Inadequate,1
2015-09-16,Tire Failure/Inadequate,1
2019-01-14,Tire Failure/Inadequate,1
2020-09-12,Tire Failure/Inadequate,2
2018-12-31,Tire Failure/Inadequate,1
2020-02-22,Tire Failure/Inadequate,2
2018-01-05,Tire Failure/Inadequate,3
2017-07-25,Tire Failure/Inadequate,1
2020-04-18,Tire Failure/Inadequate,1
2015-04-11,Tire Failure/Inadequate,1
2018-03-13,Tire Failure/Inadequate,1
2019-11-12,Tire Failure/Inadequate,1
2018-11-12,Tire Failure/Inadequate,1
2017-03-12,Tire Failure/Inadequate,1
2020-07-25,Tire Failure/Inadequate,2
2018-03-25,Tire Failure/Inadequate,1
2014-09-09,Tire Failure/Inadequate,1
2021-03-01,Tire Failure/Inadequate,1
2018-09-21,Tire Failure/Inadequate,1
2021-07-02,Tire Failure/Inadequate,1
2012-08-06,Tire Failure/Inadequate,2
2019-02-28,Tire Failure/Inadequate,1
2018-09-26,Tire Failure/Inadequate,2
2015-06-04,Tire Failure/Inadequate,1
2017-12-29,Tire Failure/Inadequate,2
2019-02-06,Tire Failure/Inadequate,1
2012-12-11,Tire Failure/Inadequate,2
2016-06-04,Tire Failure/Inadequate,1
2016-10-13,Tire Failure/Inadequate,1
2018-07-19,Tire Failure/Inadequate,1
2016-04-30,Tire Failure/Inadequate,1
2016-01-10,Tire Failure/Inadequate,1
2015-11-25,Tire Failure/Inadequate,1
2014-03-01,Tire Failure/Inadequate,2
2021-02-08,Tire Failure/Inadequate,1
2021-11-25,Tire Failure/Inadequate,1
2020-12-14,Tire Failure/Inadequate,2
2014-09-30,Tire Failure/Inadequate,1
2013-04-12,Tire Failure/Inadequate,1
2017-11-08,Tire Failure/Inadequate,1
2022-06-20,Tire Failure/Inadequate,1
2015-12-06,Tire Failure/Inadequate,2
2017-02-19,Tire Failure/Inadequate,2
2012-11-07,Tire Failure/Inadequate,1
2019-07-03,Tire Failure/Inadequate,2
2013-03-05,Tire Failure/Inadequate,1
2012-08-31,Tire Failure/Inadequate,3
2016-07-09,Tire Failure/Inadequate,2
2013-11-21,Tire Failure/Inadequate,1
2016-05-02,Tire Failure/Inadequate,1
2013-11-20,Tire Failure/Inadequate,1
2016-06-29,Tire Failure/Inadequate,1
2014-04-29,Tire Failure/Inadequate,1
2016-06-25,Tire Failure/Inadequate,3
2014-02-28,Tire Failure/Inadequate,1
2014-01-15,Tire Failure/Inadequate,1
2020-08-18,Tire Failure/Inadequate,1
2012-09-19,Tire Failure/Inadequate,1
2015-10-28,Tire Failure/Inadequate,2
2018-12-15,Tire Failure/Inadequate,2
2016-02-20,Tire Failure/Inadequate,1
2020-06-11,Tire Failure/Inadequate,1
2015-06-20,Tire Failure/Inadequate,2
2021-06-14,Tire Failure/Inadequate,3
2021-02-07,Tire Failure/Inadequate,1
2019-01-07,Tire Failure/Inadequate,1
2012-07-28,Tire Failure/Inadequate,1
2012-11-12,Tire Failure/Inadequate,2
2021-05-13,Tire Failure/Inadequate,1
2014-07-23,Tire Failure/Inadequate,1
2015-05-09,Tire Failure/Inadequate,1
2016-12-14,Tire Failure/Inadequate,1
2020-11-01,Tire Failure/Inadequate,2
2015-06-26,Tire Failure/Inadequate,1
2012-12-08,Tire Failure/Inadequate,1
2022-04-24,Tire Failure/Inadequate,1
2013-05-18,Tire Failure/Inadequate,1
2013-01-20,Tire Failure/Inadequate,1
2021-08-04,Tire Failure/Inadequate,1
2018-08-01,Tire Failure/Inadequate,1
2014-03-16,Tire Failure/Inadequate,2
2018-02-08,Tire Failure/Inadequate,1
2021-11-21,Tire Failure/Inadequate,3
2016-07-06,Tire Failure/Inadequate,1
2019-03-14,Tire Failure/Inadequate,2
2016-07-21,Tire Failure/Inadequate,1
2012-07-30,Tire Failure/Inadequate,2
2013-04-05,Tire Failure/Inadequate,1
2016-08-07,Tire Failure/Inadequate,1
2015-04-18,Tire Failure/Inadequate,1
2019-06-18,Tire Failure/Inadequate,1
2021-08-13,Tire Failure/Inadequate,2
2016-06-14,Tire Failure/Inadequate,2
2016-03-04,Tire Failure/Inadequate,1
2017-02-18,Tire Failure/Inadequate,2
2015-09-03,Tire Failure/Inadequate,2
2016-01-30,Tire Failure/Inadequate,1
2020-02-02,Tire Failure/Inadequate,1
2019-11-03,Tire Failure/Inadequate,1
2019-02-04,Tire Failure/Inadequate,1
2018-11-30,Tire Failure/Inadequate,1
2020-06-10,Tire Failure/Inadequate,1
2018-07-02,Tire Failure/Inadequate,4
2018-11-11,Tire Failure/Inadequate,2
2016-07-11,Tire Failure/Inadequate,2
2017-04-04,Tire Failure/Inadequate,1
2021-04-19,Tire Failure/Inadequate,3
2022-06-19,Tire Failure/Inadequate,1
2021-02-03,Tire Failure/Inadequate,1
2022-08-10,Tire Failure/Inadequate,1
2016-12-02,Tire Failure/Inadequate,1
2018-06-25,Tire Failure/Inadequate,1
2021-11-08,Tire Failure/Inadequate,1
2022-11-11,Tire Failure/Inadequate,1
2016-06-03,Tire Failure/Inadequate,2
2021-02-26,Tire Failure/Inadequate,1
2022-10-29,Tire Failure/Inadequate,1
2021-08-25,Tire Failure/Inadequate,1
2019-10-23,Tire Failure/Inadequate,1
2018-02-11,Tire Failure/Inadequate,1
2018-10-24,Tire Failure/Inadequate,1
2020-07-18,Tire Failure/Inadequate,3
2017-11-26,Tire Failure/Inadequate,1
2022-01-23,Tire Failure/Inadequate,2
2022-10-22,Tire Failure/Inadequate,2
2017-12-24,Tire Failure/Inadequate,1
2020-09-28,Tire Failure/Inadequate,1
2016-12-06,Tire Failure/Inadequate,2
2019-04-18,Tire Failure/Inadequate,2
2017-03-15,Tire Failure/Inadequate,1
2021-06-27,Tire Failure/Inadequate,1
2019-12-13,Tire Failure/Inadequate,1
2016-06-05,Tire Failure/Inadequate,1
2018-09-15,Tire Failure/Inadequate,2
2022-11-08,Tire Failure/Inadequate,1
2018-05-05,Tire Failure/Inadequate,2
2020-05-23,Tire Failure/Inadequate,1
2018-02-02,Tire Failure/Inadequate,1
2017-06-05,Tire Failure/Inadequate,2
2017-09-30,Tire Failure/Inadequate,2
2019-10-27,Tire Failure/Inadequate,2
2021-06-24,Tire Failure/Inadequate,1
2020-12-23,Tire Failure/Inadequate,1
2021-05-29,Tire Failure/Inadequate,1
2020-06-13,Tire Failure/Inadequate,2
2020-02-25,Tire Failure/Inadequate,1
2021-08-22,Tire Failure/Inadequate,2
2020-05-04,Tire Failure/Inadequate,2
2019-02-05,Tire Failure/Inadequate,2
2019-03-16,Tire Failure/Inadequate,1
2020-03-29,Tire Failure/Inadequate,1
2019-08-19,Tire Failure/Inadequate,2
2022-11-22,Tire Failure/Inadequate,2
2018-07-31,Tire Failure/Inadequate,1
2017-05-20,Tire Failure/Inadequate,1
2017-01-29,Tire Failure/Inadequate,1
2021-03-24,Tire Failure/Inadequate,1
2021-12-10,Tire Failure/Inadequate,1
2022-08-02,Tire Failure/Inadequate,1
2022-07-29,Tire Failure/Inadequate,1
2021-08-15,Tire Failure/Inadequate,1
2022-09-10,Tire Failure/Inadequate,1
2018-08-03,Tire Failure/Inadequate,2
2021-12-21,Tire Failure/Inadequate,1
2017-09-24,Tire Failure/Inadequate,2
2019-05-17,Tire Failure/Inadequate,1
2017-07-04,Tire Failure/Inadequate,1
2017-07-03,Tire Failure/Inadequate,2
2018-11-13,Tire Failure/Inadequate,2
2018-09-07,Tire Failure/Inadequate,1
2016-11-17,Tire Failure/Inadequate,1
2021-09-04,Tire Failure/Inadequate,2
2017-02-24,Tire Failure/Inadequate,1
2019-03-10,Tire Failure/Inadequate,1
2021-09-27,Tire Failure/Inadequate,1
2019-04-10,Tire Failure/Inadequate,1
2019-01-27,Tire Failure/Inadequate,2
2016-04-10,Tire Failure/Inadequate,2
2020-06-26,Tire Failure/Inadequate,1
2018-09-08,Tire Failure/Inadequate,1
2021-12-11,Tire Failure/Inadequate,1
2022-10-07,Tire Failure/Inadequate,1
2018-11-28,Tire Failure/Inadequate,1
2022-07-10,Tire Failure/Inadequate,2
2019-08-15,Tire Failure/Inadequate,2
2021-09-26,Tire Failure/Inadequate,2
2016-05-10,Tire Failure/Inadequate,1
2021-06-30,Tire Failure/Inadequate,2
2022-07-28,Tire Failure/Inadequate,2
2016-10-07,Tire Failure/Inadequate,1
2020-02-26,Tire Failure/Inadequate,1
2017-08-02,Tire Failure/Inadequate,2
2019-03-07,Tire Failure/Inadequate,1
2019-07-12,Tire Failure/Inadequate,2
2017-09-05,Tire Failure/Inadequate,2
2016-10-21,Tire Failure/Inadequate,1
2022-09-25,Tire Failure/Inadequate,3
2020-02-27,Tire Failure/Inadequate,1
2022-08-05,Tire Failure/Inadequate,1
2019-12-17,Tire Failure/Inadequate,1
2021-10-11,Tire Failure/Inadequate,1
2021-07-31,Tire Failure/Inadequate,1
2018-08-07,Tire Failure/Inadequate,1
2017-10-06,Tire Failure/Inadequate,1
2017-09-02,Tire Failure/Inadequate,1
2017-10-10,Tire Failure/Inadequate,1
2018-07-04,Tire Failure/Inadequate,1
2019-05-19,Tire Failure/Inadequate,4
2019-10-05,Tire Failure/Inadequate,1
2022-06-25,Tire Failure/Inadequate,1
2019-07-30,Tire Failure/Inadequate,2
2017-09-07,Tire Failure/Inadequate,1
2017-12-22,Tire Failure/Inadequate,1
2018-08-13,Tire Failure/Inadequate,4
2018-07-01,Tire Failure/Inadequate,4
2019-09-20,Tire Failure/Inadequate,2
2022-01-01,Tire Failure/Inadequate,2
2017-05-30,Tire Failure/Inadequate,2
2018-07-07,Tire Failure/Inadequate,1
2018-09-19,Tire Failure/Inadequate,2
2016-08-10,Tire Failure/Inadequate,2
2018-09-10,Tire Failure/Inadequate,1
2022-04-04,Tire Failure/Inadequate,1
2021-11-06,Tire Failure/Inadequate,1
2017-07-08,Tire Failure/Inadequate,1
2019-01-08,Tire Failure/Inadequate,1
2017-03-05,Tire Failure/Inadequate,1
2017-07-11,Tire Failure/Inadequate,1
2017-10-23,Tire Failure/Inadequate,2
2018-03-09,Tire Failure/Inadequate,1
2020-10-13,Tire Failure/Inadequate,1
2017-04-09,Tire Failure/Inadequate,1
2017-05-09,Tire Failure/Inadequate,1
2017-05-17,Tire Failure/Inadequate,1
2018-06-16,Tire Failure/Inadequate,2
2019-01-22,Tire Failure/Inadequate,2
2017-11-06,Tire Failure/Inadequate,2
2019-03-25,Tire Failure/Inadequate,1
2020-04-03,Tire Failure/Inadequate,1
2022-11-16,Tire Failure/Inadequate,1
2018-04-29,Tire Failure/Inadequate,1
2019-08-31,Tire Failure/Inadequate,1
2019-01-20,Tire Failure/Inadequate,1
2012-07-21,Tire Failure/Inadequate,2
2018-09-29,Tire Failure/Inadequate,1
2022-05-06,Tire Failure/Inadequate,1
2017-11-13,Tire Failure/Inadequate,1
2015-08-07,Tire Failure/Inadequate,2
2012-10-01,Tire Failure/Inadequate,1
2013-11-12,Tire Failure/Inadequate,2
